agent,backup_type,seed,episode,train_return,eval_return,avg_max_q,episode_length,eval_length,loss,mellowmax_omega,action_repeat,num_custom_actions
DQN,dqn,0,34,-72.0000000000007,,-0.6049490447491407,250,,0.07699985156256345,,4,9
DQN,dqn,0,35,-80.40000000000063,,-1.5486126869767904,250,,0.08278741598838851,,4,9
DQN,dqn,0,36,-83.20000000000074,,-1.8345074391961098,250,,0.08533442585218337,,4,9
DQN,dqn,0,37,-79.00000000000058,,-1.3363448742181063,250,,0.07795863781893064,,4,9
DQN,dqn,0,38,-76.20000000000053,,-0.7611623713504523,250,,0.09347837042784499,,4,9
DQN,dqn,0,39,-84.60000000000075,,-2.208718170583248,250,,0.10675511787098552,,4,9
DQN,dqn,0,40,-74.80000000000075,-64.74358974359032,-1.5602892769575119,250,250.0,0.10533325163827788,,4,9
DQN,dqn,0,41,-53.800000000000395,,-1.3364514983091504,250,,0.0993907663912054,,4,9
DQN,dqn,0,42,-87.40000000000035,,-2.557209733247757,250,,0.10174057548565249,,4,9
DQN,dqn,0,43,-87.40000000000072,,-2.2074670538008214,250,,0.12029979407550796,,4,9
DQN,dqn,0,44,-48.19999999999905,,-1.308972696237266,250,,0.11946931523421118,,4,9
DQN,dqn,0,45,-66.39999999999955,,-1.8566844529211521,250,,0.10598462210997703,,4,9
DQN,dqn,0,46,-41.199999999999086,,-0.8066171234026551,250,,0.11823494191611966,,4,9
DQN,dqn,0,47,-74.80000000000025,,-1.9952670357227325,250,,0.115939483578716,,4,9
DQN,dqn,0,48,-73.40000000000006,,0.5885648079812527,250,,0.111835673331253,,4,9
DQN,dqn,0,49,-58.00000000000059,,-2.7829320881962776,250,,0.11845301286805243,,4,9
DQN,dqn,0,50,-70.60000000000039,,-2.8544429234564306,250,,0.12417399180271933,,4,9
DQN,dqn,0,51,-74.8000000000007,,-2.8767754888534545,250,,0.11885498026533732,,4,9
DQN,dqn,0,52,-35.599999999996,,-1.5104563471078873,250,,0.149177166182668,,4,9
DQN,dqn,0,53,-31.399999999997107,,0.7156256211996078,250,,0.10453273131260796,,4,9
DQN,dqn,0,54,39.99999999999159,,0.18645399056375025,250,,0.12075625828677608,,4,9
DQN,dqn,0,55,42.80000000000308,,-0.1528535231370479,250,,0.13080929361638569,,4,9
DQN,dqn,0,56,-38.400000000000226,,-0.5845496297478676,250,,0.11359263529940959,,4,9
DQN,dqn,0,57,-13.199999999996066,,-1.4311417686641217,250,,0.1186414538986153,,4,9
DQN,dqn,0,58,-55.199999999997665,,-2.897706288933754,250,,0.13267257893758436,,4,9
DQN,dqn,0,59,-49.600000000000286,,-0.018229873299598694,250,,0.13845246740513378,,4,9
DQN,dqn,0,60,-11.799999999997034,140.38461538461974,-0.7112676768302918,250,250.0,0.12928201859035798,,4,9
DQN,dqn,0,61,37.19999999999745,,3.7259967482089995,250,,0.12757986778068164,,4,9
DQN,dqn,0,62,3.6000000000035683,,1.5306173906177283,250,,0.13265721728244134,,4,9
DQN,dqn,0,63,-62.19999999999986,,-2.4074244416356088,250,,0.17098570473137356,,4,9
DQN,dqn,0,64,-27.199999999999726,,-1.1876073570884764,250,,0.1604305568241304,,4,9
DQN,dqn,0,65,-43.99999999999991,,-1.4115515477657319,250,,0.15659225743914407,,4,9
DQN,dqn,0,66,-14.599999999996925,,-0.8795702410340309,250,,0.1512503936406105,,4,9
DQN,dqn,0,67,0.8000000000026404,,0.5145833879709244,250,,0.14389552276522394,,4,9
DQN,dqn,0,68,-81.80000000000072,,-2.4278251687288286,250,,0.1580948193347262,,4,9
DQN,dqn,0,69,-35.59999999999582,,-1.4510921007096766,250,,0.1561278516337985,,4,9
DQN,dqn,0,70,18.99999999999936,,0.1658790915608406,250,,0.15673333706875,,4,9
DQN,dqn,0,71,5.0000000000032045,,0.36661730432510375,250,,0.18954821699668492,,4,9
DQN,dqn,0,72,-45.399999999998634,,-0.898310512855649,250,,0.16608854130871833,,4,9
DQN,dqn,0,73,39.99999999998917,,1.7128302802443505,250,,0.15906609937785163,,4,9
DQN,dqn,0,74,91.79999999999359,,1.0946403615623712,250,,0.1692260668402718,,4,9
DQN,dqn,0,75,17.600000000003497,,0.8158058205470443,250,,0.1827032265682069,,4,9
DQN,dqn,0,76,-48.199999999997004,,-2.3784874878525732,250,,0.17695643115908868,,4,9
DQN,dqn,0,77,163.19999999999627,,3.57763610252738,250,,0.17689816086065202,,4,9
DQN,dqn,0,78,122.5999999999957,,3.8997645943164825,250,,0.17439230399266367,,4,9
DQN,dqn,0,79,62.39999999999283,,1.461505057953298,250,,0.1881338535320191,,4,9
DQN,dqn,0,80,32.99999999998829,313.46153846153004,4.284634043872356,250,250.0,0.20243229620879696,,4,9
DQN,dqn,0,81,0.7999999999920249,,0.3694659930318594,250,,0.19121711630196797,,4,9
DQN,dqn,0,82,76.39999999999816,,4.441735656201839,250,,0.18876169093193546,,4,9
DQN,dqn,0,83,48.40000000000279,,2.1872083293125035,250,,0.21894912007782194,,4,9
DQN,dqn,0,84,-15.999999999995893,,-2.0650481190681456,250,,0.21786958303663037,,4,9
DQN,dqn,0,85,62.39999999999331,,3.85865954631567,250,,0.2098565867968968,,4,9
DQN,dqn,0,86,-17.399999999995927,,-0.616877102136612,250,,0.22917761773832382,,4,9
DQN,dqn,0,87,100.1999999999909,,2.720471628546715,250,,0.2533349335666687,,4,9
DQN,dqn,0,88,-50.99999999999787,,-1.401332334652543,250,,0.23523218256811942,,4,9
DQN,dqn,0,89,-36.9999999999957,,-2.115646450638771,250,,0.22739237617878688,,4,9
DQN,dqn,0,90,-74.80000000000078,,-2.5500798835009335,250,,0.2192332366060826,,4,9
DQN,dqn,0,91,136.59999999999928,,3.8767450838238,250,,0.24756852123472425,,4,9
DQN,dqn,0,92,-67.8000000000005,,-3.3412584645487367,250,,0.23518371750270167,,4,9
DQN,dqn,0,93,-36.799999999996906,,-1.5665558939709248,206,,0.24247696479925743,,4,9
DQN,dqn,0,94,93.19999999999078,,3.7013503347747028,250,,0.2521155089620621,,4,9
DQN,dqn,0,95,-39.7999999999978,,-1.615589632153511,250,,0.26399062999657225,,4,9
DQN,dqn,0,96,56.79999999999424,,2.2485418187230826,250,,0.26015915289040537,,4,9
DQN,dqn,0,97,-72.40000000000063,,-2.5797615764218396,239,,0.26326187948385876,,4,9
DQN,dqn,0,98,-31.399999999995764,,-2.373894523262978,250,,0.2555862792557286,,4,9
DQN,dqn,0,99,37.2000000000025,,3.8352564043700696,250,,0.26717762365227654,,4,9
DQN,dqn,0,100,5.0000000000023945,-32.692307692308496,1.8531086883544923,250,250.0,0.25598816333278535,,4,9
DQN,dqn,0,101,42.79999999998827,,3.6485799907147882,250,,0.26524293138867333,,4,9
DQN,dqn,0,102,87.59999999999926,,3.811185607366264,250,,0.23546766886307346,,4,9
DQN,dqn,0,103,-59.39999999999687,,-2.6603550944775343,250,,0.27478873386742575,,4,9
DQN,dqn,0,104,16.200000000002916,,3.1693974315822127,250,,0.28038917361728605,,4,9
DQN,dqn,0,105,27.399999999991174,,3.436573974072933,250,,0.2582255902271422,,4,9
DQN,dqn,0,106,23.199999999988577,,4.756052487775683,250,,0.2701930461391326,,4,9
DQN,dqn,0,107,6.399999999984992,,5.392292956545949,250,,0.2955455395673949,,4,9
DQN,dqn,0,108,-35.59999999999547,,-2.203369091413915,250,,0.3113903513839168,,4,9
DQN,dqn,0,109,31.599999999995653,,0.7458990718573332,250,,0.2801216478858675,,4,9
DQN,dqn,0,110,-48.19999999999535,,-3.7265090873241427,250,,0.27902631317415544,,4,9
DQN,dqn,0,111,6.400000000003644,,6.60416322684288,250,,0.30047797068716986,,4,9
DQN,dqn,0,112,0.8000000000038341,,5.677060306698084,250,,0.2851864693145598,,4,9
DQN,dqn,0,113,77.8000000000005,,6.480248609542847,250,,0.2940286293862358,,4,9
DQN,dqn,0,114,-7.600000000007476,,-1.9052180972099304,250,,0.2821842333482158,,4,9
DQN,dqn,0,115,10.600000000003696,,4.6838981934711335,250,,0.31700426517497926,,4,9
DQN,dqn,0,116,28.799999999986653,,2.0609936533607542,250,,0.319867669574676,,4,9
DQN,dqn,0,117,10.599999999999227,,3.268623269677162,250,,0.30730023246908944,,4,9
DQN,dqn,0,118,-1.399999999998066,,5.228942611953244,128,,0.3290923614986241,,4,9
DQN,dqn,0,119,-18.799999999995986,,3.451832914292812,250,,0.32465773051784885,,4,9
DQN,dqn,0,120,10.600000000003739,294.2307692307588,2.571441386818886,250,250.0,0.35243039542720433,,4,9
DQN,dqn,0,121,80.59999999999641,,3.0442553490069697,250,,0.35976445362452536,,4,9
DQN,dqn,0,122,123.99999999999625,,6.3488729826062915,250,,0.3742827106089819,,4,9
DQN,dqn,0,123,54.00000000000176,,4.5037231737524275,250,,0.35923233291795176,,4,9
DQN,dqn,0,124,59.599999999988086,,6.8869872492551805,250,,0.381319848554475,,4,9
DQN,dqn,0,125,-7.600000000014461,,-1.310998835578561,250,,0.3605937815962299,,4,9
DQN,dqn,0,126,49.80000000000292,,2.663504254117608,250,,0.3544548541780502,,4,9
DQN,dqn,0,127,86.19999999999342,,6.293222296178341,250,,0.3947839114454485,,4,9
DQN,dqn,0,128,-22.99999999999592,,-2.3405725812911986,250,,0.3824125076570208,,4,9
DQN,dqn,0,129,34.40000000000063,,5.345789398953318,250,,0.3687909577162035,,4,9
DQN,dqn,0,130,126.79999999999808,,7.6681585285663605,250,,0.3801375383895541,,4,9
DQN,dqn,0,131,-62.19999999999885,,-3.6384531626701353,250,,0.431423140389304,,4,9
DQN,dqn,0,132,30.19999999998683,,1.0532137069702148,250,,0.4754586908079329,,4,9
DQN,dqn,0,133,98.80000000000217,,6.49688033515215,250,,0.39645968161283,,4,9
DQN,dqn,0,134,6.3999999999848285,,-0.8902430629730225,250,,0.3961838616265191,,4,9
DQN,dqn,0,135,74.99999999999588,,7.15757490336895,250,,0.4399292843957101,,4,9
DQN,dqn,0,136,52.59999999998763,,6.418576601624489,250,,0.4803441800768413,,4,9
DQN,dqn,0,137,118.40000000000032,,8.18606268261373,250,,0.43816590261074806,,4,9
DQN,dqn,0,138,3.600000000002396,,7.793439686581492,250,,0.4127322284002153,,4,9
DQN,dqn,0,139,79.19999999999399,,8.735110178351402,250,,0.4652380342445066,,4,9
DQN,dqn,0,140,7.799999999991613,316.66666666665645,1.0714903736114503,250,250.0,0.4327379178906244,,4,9
DQN,dqn,0,141,81.9999999999901,,9.173773421406747,250,,0.4599432503023455,,4,9
DQN,dqn,0,142,24.600000000003497,,3.2512216111421584,250,,0.4480649985018231,,4,9
DQN,dqn,0,143,7.79999999999734,,9.645598351031541,250,,0.4488257946025941,,4,9
DQN,dqn,0,144,21.800000000000047,,7.457979115465656,250,,0.4624571790770879,,4,9
DQN,dqn,0,145,-27.199999999995633,,-1.6639232808947564,250,,0.42612170379969383,,4,9
DQN,dqn,0,146,20.399999999989788,,2.561454742193222,250,,0.42448449182131937,,4,9
DQN,dqn,0,147,-20.200000000004707,,-0.667151912689209,250,,0.44746618261260374,,4,9
DQN,dqn,0,148,101.59999999999286,,10.248920032739639,250,,0.44431089763603515,,4,9
DQN,dqn,0,149,20.399999999986093,,1.4419825096130372,250,,0.4867538151241118,,4,9
DQN,dqn,0,150,-34.20000000000054,,-0.2249303036928177,250,,0.4385301915426103,,4,9
Double DQN,double_dqn,0,1,-72.00000000000057,,0.03449647380411625,250,,,,4,9
Double DQN,double_dqn,0,2,-73.40000000000033,,0.03518029611557722,250,,,,4,9
Double DQN,double_dqn,0,3,-24.200000000000024,,-0.09575806827621257,94,,0.08039241397510404,,4,9
Double DQN,double_dqn,0,4,-92.99999999999966,,-0.22937139123678207,250,,0.06586806464289861,,4,9
Double DQN,double_dqn,0,5,-60.80000000000061,,-0.32001924753189087,250,,0.06291527971024474,,4,9
Double DQN,double_dqn,0,6,-88.80000000000052,,-0.5901542955636978,250,,0.05578775851735993,,4,9
Double DQN,double_dqn,0,7,-88.80000000000021,,-0.6069178196452558,250,,0.03895346033236673,,4,9
Double DQN,double_dqn,0,8,-77.60000000000039,,-0.3286244014296681,250,,0.03665641052204938,,4,9
Double DQN,double_dqn,0,9,-81.80000000000071,,-0.7083317266907543,250,,0.051737236835423014,,4,9
Double DQN,double_dqn,0,10,-73.40000000000045,,-0.6008463332764804,250,,0.05457967623240418,,4,9
Double DQN,double_dqn,0,11,-79.00000000000034,,-0.7579159172549844,250,,0.048489202204490864,,4,9
Double DQN,double_dqn,0,12,-88.79999999999963,,-0.9117418323159218,250,,0.04521213322582226,,4,9
Double DQN,double_dqn,0,13,-90.20000000000016,,-0.9730409611612558,250,,0.045374559554001014,,4,9
Double DQN,double_dqn,0,14,-90.2000000000001,,-1.1547840837687253,250,,0.048282475195943364,,4,9
Double DQN,double_dqn,0,15,-83.20000000000054,,-1.2363130545020105,250,,0.04272237516218616,,4,9
Double DQN,double_dqn,0,16,-88.80000000000024,,-1.1783310615718365,250,,0.043852341050903,,4,9
Double DQN,double_dqn,0,17,-81.80000000000074,,-1.3410696950331331,250,,0.04803447873001137,,4,9
Double DQN,double_dqn,0,18,-73.40000000000038,,-1.0423434423059226,250,,0.04595642365396969,,4,9
Double DQN,double_dqn,0,19,-79.00000000000026,,-1.0051259880959988,250,,0.04051360711755772,,4,9
Double DQN,double_dqn,0,20,-88.8000000000003,-61.538461538462215,-1.3867649208307267,250,250.0,0.04293905253270789,,4,9
Double DQN,double_dqn,0,21,-84.60000000000073,,-1.6353501483108848,250,,0.050038140056835066,,4,9
Double DQN,double_dqn,0,22,-88.80000000000061,,-1.737571480423212,250,,0.048636151241168143,,4,9
Double DQN,double_dqn,0,23,-58.40000000000059,,-1.0313079150064903,204,,0.04712043795734644,,4,9
Double DQN,double_dqn,0,24,-81.80000000000072,,-1.3085000299364329,250,,0.04558593997611634,,4,9
Double DQN,double_dqn,0,25,-63.00000000000013,,-0.7419127024089297,198,,0.046802019365131856,,4,9
Double DQN,double_dqn,0,26,-63.600000000000186,,-0.7057714057788252,250,,0.06572298732616248,,4,9
Double DQN,double_dqn,0,27,-67.8000000000005,,-1.5903268951084464,250,,0.06176182914466139,,4,9
Double DQN,double_dqn,0,28,-44.400000000000354,,-1.3419120246158724,169,,0.06568284714150996,,4,9
Double DQN,double_dqn,0,29,-31.39999999999644,,-0.699869693826884,250,,0.06012153598449884,,4,9
Double DQN,double_dqn,0,30,-67.80000000000086,,-1.2190498401224614,250,,0.07788987336532464,,4,9
Double DQN,double_dqn,0,31,-83.20000000000067,,-2.16095743393898,250,,0.07997145221358345,,4,9
Double DQN,double_dqn,0,32,-15.400000000000539,,-1.0827463016612455,128,,0.07793096918612719,,4,9
Double DQN,double_dqn,0,33,-63.600000000000385,,-1.156363011546433,250,,0.07747904696161785,,4,9
Double DQN,double_dqn,0,34,-49.60000000000098,,-1.0510514378547668,250,,0.08964671494980012,,4,9
Double DQN,double_dqn,0,35,-87.60000000000045,,-1.3736358542487888,242,,0.0927111319586879,,4,9
Double DQN,double_dqn,0,36,-55.20000000000062,,-1.731220807677135,250,,0.08702916802177506,,4,9
Double DQN,double_dqn,0,37,-84.6000000000007,,-2.2332411988824608,250,,0.08187844876259093,,4,9
Double DQN,double_dqn,0,38,-80.4000000000007,,-2.689658744305372,250,,0.09136335930276301,,4,9
Double DQN,double_dqn,0,39,-76.20000000000073,,-2.723597478032112,250,,0.09789454954720679,,4,9
Double DQN,double_dqn,0,40,-35.59999999999745,-19.87179487179569,-1.7919632039368152,250,250.0,0.09231161485396085,,4,9
Double DQN,double_dqn,0,41,-66.4000000000006,,-2.533010082505643,250,,0.08065224320642532,,4,9
Double DQN,double_dqn,0,42,-80.40000000000074,,-1.4950751338675619,250,,0.08215198882164494,,4,9
Double DQN,double_dqn,0,43,-72.00000000000026,,-1.448926893673837,250,,0.10051425073354964,,4,9
Double DQN,double_dqn,0,44,-36.999999999995566,,-0.6242472418174148,250,,0.11556813030713989,,4,9
Double DQN,double_dqn,0,45,-56.59999999999921,,-1.9860659393668174,250,,0.09720240536308478,,4,9
Double DQN,double_dqn,0,46,-41.199999999997075,,-1.0849255389794707,250,,0.10534694883972406,,4,9
Double DQN,double_dqn,0,47,-42.60000000000113,,-1.3897732994779946,250,,0.1371900791095363,,4,9
Double DQN,double_dqn,0,48,-1.000000000000135,,-0.554304656490945,57,,0.12701782690627234,,4,9
Double DQN,double_dqn,0,49,-41.19999999999789,,-1.7276284354031086,250,,0.1206266058697587,,4,9
Double DQN,double_dqn,0,50,-32.799999999995855,,-2.0227755400799214,250,,0.12418881725640066,,4,9
Double DQN,double_dqn,0,51,-46.79999999999946,,-1.8391699225604534,250,,0.1256246277618976,,4,9
Double DQN,double_dqn,0,52,-62.20000000000091,,-2.161295311912894,250,,0.14872031598802535,,4,9
Double DQN,double_dqn,0,53,-66.39999999999966,,-3.1697287136912347,250,,0.13973955005880387,,4,9
Double DQN,double_dqn,0,54,0.8000000000035641,,-0.18932319114357232,250,,0.12483501788829604,,4,9
Double DQN,double_dqn,0,55,-49.60000000000076,,-1.270061483167112,250,,0.14482061771882904,,4,9
Double DQN,double_dqn,0,56,-0.5999999999973369,,-0.2868584820404649,250,,0.15062025297553308,,4,9
Double DQN,double_dqn,0,57,-52.400000000001164,,-3.0022121356464924,250,,0.14694282329744762,,4,9
Double DQN,double_dqn,0,58,-7.599999999997564,,-0.6905415217578411,250,,0.1403021328151226,,4,9
Double DQN,double_dqn,0,59,-51.0000000000011,,0.8419684774056077,250,,0.13861860435396905,,4,9
Double DQN,double_dqn,0,60,-20.199999999999918,12.179487179486538,-0.16874954991415142,250,250.0,0.16048379915375863,,4,9
Double DQN,double_dqn,0,61,-64.9999999999998,,-3.0198858768343926,250,,0.16855825519277937,,4,9
Double DQN,double_dqn,0,62,19.000000000002004,,0.5673365924358368,250,,0.1732389268375212,,4,9
Double DQN,double_dqn,0,63,-42.599999999997856,,-1.031216093301773,250,,0.15929368635018668,,4,9
Double DQN,double_dqn,0,64,-66.40000000000009,,-3.811246828854084,250,,0.19140599607940642,,4,9
Double DQN,double_dqn,0,65,9.200000000000998,,0.360376691961661,250,,0.1736386836994262,,4,9
Double DQN,double_dqn,0,66,-46.80000000000117,,-2.3951931512355804,250,,0.17497612463851128,,4,9
Double DQN,double_dqn,0,67,55.400000000002024,,0.5383444496300072,250,,0.1667457256052229,,4,9
Double DQN,double_dqn,0,68,-24.39999999999602,,-0.16525213347375392,250,,0.1821460910141468,,4,9
Double DQN,double_dqn,0,69,13.400000000002457,,-0.16839322299696505,250,,0.18173835402916347,,4,9
Double DQN,double_dqn,0,70,-70.60000000000053,,0.09944615998864174,250,,0.17120025739554437,,4,9
Double DQN,double_dqn,0,71,-52.39999999999698,,-1.1915644224938005,250,,0.1718894923253665,,4,9
Double DQN,double_dqn,0,72,-39.79999999999941,,1.4560826240386815,250,,0.20285032196871697,,4,9
Double DQN,double_dqn,0,73,-17.39999999999577,,-0.7748295610696078,250,,0.19728303085716944,,4,9
Double DQN,double_dqn,0,74,51.20000000000139,,0.9692057629823685,250,,0.20482378501084544,,4,9
Double DQN,double_dqn,0,75,25.99999999999868,,-0.23677229338884354,250,,0.19780109124997305,,4,9
Double DQN,double_dqn,0,76,-18.79999999999592,,-1.18710414057225,250,,0.24290269541163598,,4,9
Double DQN,double_dqn,0,77,-15.999999999996035,,-0.5010137729048729,250,,0.2277740237731782,,4,9
Double DQN,double_dqn,0,78,24.59999999999686,,0.15060711060091853,250,,0.23868427786134905,,4,9
Double DQN,double_dqn,0,79,21.799999999990433,,1.4502869630903006,250,,0.24729731040341513,,4,9
Double DQN,double_dqn,0,80,46.999999999990706,226.92307692308154,2.858773719917983,250,250.0,0.24073716793810168,,4,9
Double DQN,double_dqn,0,81,-21.59999999999689,,0.31722324388846757,250,,0.2526085050333114,,4,9
Double DQN,double_dqn,0,82,74.99999999999173,,1.224982642918825,250,,0.2480779165221799,,4,9
Double DQN,double_dqn,0,83,-71.99999999999929,,-4.923482836544514,250,,0.26941523310684024,,4,9
Double DQN,double_dqn,0,84,21.80000000000242,,2.6691750010810793,250,,0.26858265193239333,,4,9
Double DQN,double_dqn,0,85,-27.199999999996223,,-2.9569555929899214,250,,0.29272400788844577,,4,9
Double DQN,double_dqn,0,86,30.19999999999593,,2.8976400070786474,250,,0.24311654822480294,,4,9
Double DQN,double_dqn,0,87,66.59999999999127,,3.003244713783264,250,,0.28246250180971055,,4,9
Double DQN,double_dqn,0,88,2.8000000000015035,,-0.9373690045882608,107,,0.26346028366914165,,4,9
Double DQN,double_dqn,0,89,16.200000000001836,,1.8172569872513413,250,,0.2560521009422484,,4,9
Double DQN,double_dqn,0,90,69.3999999999953,,2.234604457177222,250,,0.2584141113104359,,4,9
Double DQN,double_dqn,0,91,164.59999999999866,,3.5818268530368806,250,,0.26457240444327157,,4,9
Double DQN,double_dqn,0,92,39.9999999999869,,-0.8773796090185643,250,,0.2718008412949501,,4,9
Double DQN,double_dqn,0,93,110.00000000000074,,3.356497927322984,250,,0.2823161504098347,,4,9
Double DQN,double_dqn,0,94,49.79999999999184,,3.9466992191076278,250,,0.2852668608388593,,4,9
Double DQN,double_dqn,0,95,34.39999999998663,,0.6365332134068012,250,,0.2799652691871401,,4,9
Double DQN,double_dqn,0,96,139.39999999999714,,4.491127276659012,250,,0.2871273729589678,,4,9
Double DQN,double_dqn,0,97,0.8000000000035925,,3.947357738554478,250,,0.28893607902148416,,4,9
Double DQN,double_dqn,0,98,115.5999999999971,,3.950650979042053,250,,0.2725768944909496,,4,9
Double DQN,double_dqn,0,99,93.20000000000125,,3.6461893566250803,250,,0.2640083555191282,,4,9
Double DQN,double_dqn,0,100,63.79999999999177,169.2307692307742,4.491456123232841,250,250.0,0.30592148534713254,,4,9
Double DQN,double_dqn,0,101,2.2000000000038895,,3.197665806442499,250,,0.2798844731989361,,4,9
Double DQN,double_dqn,0,102,7.800000000003799,,3.3687480592131616,250,,0.28397868189119524,,4,9
Double DQN,double_dqn,0,103,30.20000000000315,,4.451245361819863,250,,0.2736180169241769,,4,9
Double DQN,double_dqn,0,104,107.1999999999972,,4.562958942532539,250,,0.28477287112224486,,4,9
Double DQN,double_dqn,0,105,61.000000000001364,,3.4505468176603316,250,,0.3162824667635418,,4,9
Double DQN,double_dqn,0,106,129.59999999999414,,4.860098948299885,250,,0.31298685530501025,,4,9
Double DQN,double_dqn,0,107,154.7999999999959,,5.422020993471145,250,,0.30315648421408636,,4,9
Double DQN,double_dqn,0,108,129.59999999999525,,4.544922647535801,250,,0.3521023683490292,,4,9
Double DQN,double_dqn,0,109,-4.799999999995968,,0.6216326012089849,250,,0.32424752532489715,,4,9
Double DQN,double_dqn,0,110,-10.399999999996155,,3.340543452143669,250,,0.3442336046887982,,4,9
Double DQN,double_dqn,0,111,-36.99999999999582,,-3.24186968421936,250,,0.32231122586462235,,4,9
Double DQN,double_dqn,0,112,107.19999999999982,,6.500726438522339,250,,0.3522434929205525,,4,9
Double DQN,double_dqn,0,113,156.19999999999607,,5.9541904116868976,250,,0.3750641487893604,,4,9
Double DQN,double_dqn,0,114,49.800000000002306,,6.015827643871307,250,,0.36917665961288637,,4,9
Double DQN,double_dqn,0,115,114.19999999999669,,6.038356875933707,250,,0.3517410026656257,,4,9
Double DQN,double_dqn,0,116,31.599999999997415,,0.8790171151161194,250,,0.42257892316387546,,4,9
Double DQN,double_dqn,0,117,66.599999999993,,5.8840540872812275,250,,0.3645731021487524,,4,9
Double DQN,double_dqn,0,118,-17.399999999995828,,5.348914337754249,250,,0.37039838082367377,,4,9
Double DQN,double_dqn,0,119,95.99999999999989,,6.5913522811979055,250,,0.36280362000541083,,4,9
Double DQN,double_dqn,0,120,39.99999999999034,182.05128205128696,6.285494639456272,250,250.0,0.4054924547672272,,4,9
Double DQN,double_dqn,0,121,133.79999999999524,,5.939077687680721,250,,0.3785908801688088,,4,9
Double DQN,double_dqn,0,122,171.59999999999914,,7.324090696334839,250,,0.39827878532871125,,4,9
Double DQN,double_dqn,0,123,84.80000000000125,,5.339883532285691,250,,0.36793892842436593,,4,9
Double DQN,double_dqn,0,124,133.799999999995,,6.887722948297858,250,,0.4436050480411899,,4,9
Double DQN,double_dqn,0,125,56.8000000000007,,6.620572579026223,250,,0.42079845922333853,,4,9
Double DQN,double_dqn,0,126,95.99999999999478,,7.18180364048481,250,,0.40338592591785616,,4,9
Double DQN,double_dqn,0,127,73.59999999999178,,4.55716730453074,250,,0.41824196586533197,,4,9
