agent,backup_type,seed,episode,train_return,eval_return,avg_max_q,episode_length,eval_length,loss,mellowmax_omega
DQN,dqn,0,320,12.967590255270991,232.94104056638693,67.67337109060848,136,406.6,0.8397650329724831,
DQN,dqn,0,321,156.41855313799198,,25.4869410200119,1000,,0.7709708857238293,
DQN,dqn,0,322,-23.453885413150516,,69.20815848996563,155,,0.7799535476392315,
DQN,dqn,0,323,15.088398738656977,,77.70393927456581,146,,0.8078484610743719,
DQN,dqn,0,324,154.60559636252745,,34.50927005195618,1000,,0.8029335773438215,
DQN,dqn,0,325,226.2679427910748,,26.404276323605732,664,,0.8192234754517494,
DQN,dqn,0,326,147.425136279203,,20.058110047340392,1000,,0.7580615825951099,
DQN,dqn,0,327,21.76187689718344,,79.74332684031604,169,,0.7440925982929546,
DQN,dqn,0,328,156.72347245143078,,20.849874440193176,1000,,0.7392660320848227,
DQN,dqn,0,329,209.04210631989287,,31.281266837191346,811,,0.7408429068569484,
DQN,dqn,0,330,235.65853983106882,177.2061490427077,42.85427014967974,323,837.2,0.6984340401810389,
DQN,dqn,0,331,183.5476839510412,,22.991925831794738,1000,,0.6563429177105427,
DQN,dqn,0,332,258.0234711864964,,32.08464520587247,481,,0.655883569913198,
DQN,dqn,0,333,284.24840452920523,,56.852601423496154,246,,0.6684957400448923,
DQN,dqn,0,334,-5.650111710157944,,93.28423579355304,89,,0.6064800338798695,
DQN,dqn,0,335,22.439497758822895,,80.94110411482971,154,,0.5929273460786064,
DQN,dqn,0,336,161.47572369982234,,21.620543544769287,1000,,0.6404475698173047,
DQN,dqn,0,337,169.1266103615212,,22.67181478404999,1000,,0.6090743242055178,
DQN,dqn,0,338,153.57655449258417,,26.096756922721863,1000,,0.5982687396854163,
DQN,dqn,0,339,131.8672593052034,,24.24800517463684,1000,,0.6054542477205396,
DQN,dqn,0,340,166.68502607073617,234.38341495453096,20.440161440849305,1000,565.8,0.5306859454959632,
DQN,dqn,0,341,-37.1218748946461,,96.86702975104836,68,,0.5765017777243081,
DQN,dqn,0,342,167.304823848052,,22.88373545074463,1000,,0.5400535203516483,
DQN,dqn,0,343,152.98944481829437,,22.267819301605225,1000,,0.5152261767089367,
DQN,dqn,0,344,152.84947855537584,,21.10789445209503,1000,,0.501739707954228,
DQN,dqn,0,345,168.06237107310037,,24.807146852493286,1000,,0.4726683318838477,
DQN,dqn,0,346,154.7651786370966,,22.96100620555878,1000,,0.4917973680347204,
DQN,dqn,0,347,153.3261739492607,,19.576784440040587,1000,,0.44597762610763314,
DQN,dqn,0,348,129.97735467739733,,22.571683418273924,1000,,0.4561618732511997,
DQN,dqn,0,349,178.69871696097934,,30.4948816280365,1000,,0.4220435542613268,
DQN,dqn,0,350,155.6518254175705,263.90607210020636,23.940237132072447,1000,412.0,0.4240347460657358,
DQN,dqn,0,351,115.5958529765866,,22.07789529132843,1000,,0.44137410571426156,
DQN,dqn,0,352,105.81888807649139,,26.645052557945252,1000,,0.39454906042665244,
DQN,dqn,0,353,143.94405674259232,,20.825702377319335,1000,,0.399929060831666,
DQN,dqn,0,354,231.79218968755308,,51.59836833178997,384,,0.37505025302137557,
DQN,dqn,0,355,16.513174083897454,,73.35627577999445,127,,0.3879152113410432,
DQN,dqn,0,356,251.46227399441548,,25.320040029412116,621,,0.3654142999706637,
DQN,dqn,0,357,24.3329654669172,,96.70771757761638,96,,0.3668615824232499,
DQN,dqn,0,358,162.25292660170362,,22.509214838027955,1000,,0.38302560391277074,
DQN,dqn,0,359,166.92376996693397,,22.548714770793914,1000,,0.3723876622058451,
DQN,dqn,0,360,16.716441021397358,183.8013685670739,100.3578115304311,120,868.0,0.3612108752752344,
DQN,dqn,0,361,-5.583641136820816,,100.24128103256226,76,,0.3140084622917991,
DQN,dqn,0,362,164.66209738282276,,23.186537945747375,1000,,0.36504756996035576,
DQN,dqn,0,363,137.9232422469085,,24.689690826416015,1000,,0.3731421958580613,
DQN,dqn,0,364,229.97870361839554,,34.676095195730035,569,,0.3555251725921522,
DQN,dqn,0,365,21.218814258512765,,102.53447854398478,99,,0.36855767471621736,
DQN,dqn,0,366,128.81926092312676,,23.662470675468445,1000,,0.3615491998195648,
DQN,dqn,0,367,124.34844374108756,,20.328063334941863,1000,,0.3461064894422889,
DQN,dqn,0,368,124.87784802545649,,19.92612847137451,1000,,0.32134077601134775,
DQN,dqn,0,369,178.73243166330604,,20.698454449653624,1000,,0.32018658315390347,
DQN,dqn,0,370,18.75730515374721,249.85057541935527,104.06966564219485,93,253.2,0.32499899643082775,
DQN,dqn,0,371,2.023393754374652,,98.81874016848478,110,,0.28628387437625363,
DQN,dqn,0,372,22.339927198343588,,105.66427855491638,95,,0.3451633507483884,
DQN,dqn,0,373,65.63248015176865,,92.81288527018988,134,,0.2906000730651083,
DQN,dqn,0,374,142.174180207511,,19.12520017147064,1000,,0.3505542106404901,
DQN,dqn,0,375,39.816165067362476,,88.14165310329861,135,,0.3684751412106885,
DQN,dqn,0,376,50.94224874618442,,106.2435037612915,90,,0.32276272980703247,
DQN,dqn,0,377,19.356331805302517,,95.5423610828541,108,,0.3414790295754318,
DQN,dqn,0,378,170.02261004926237,,19.025234477519987,1000,,0.37570834239572287,
DQN,dqn,0,379,270.6916306933539,,36.97774416644399,410,,0.3400942538024449,
DQN,dqn,0,380,-5.672262573305673,229.53944707907903,107.36941879272462,75,185.8,0.26988658636808394,
DQN,dqn,0,381,260.2626175489216,,44.828847045898435,300,,0.32667090428372225,
DQN,dqn,0,382,259.3777391454799,,43.09512345565647,307,,0.3147764027070145,
DQN,dqn,0,383,146.15311373341743,,23.5031400308609,1000,,0.3360352582335472,
DQN,dqn,0,384,53.71473045005342,,97.43251963608138,131,,0.37412523347457854,
DQN,dqn,0,385,22.71027270729347,,109.96422392901252,85,,0.26464722301153576,
DQN,dqn,0,386,1.926663440513849,,105.86661571460766,91,,0.3134651935690052,
DQN,dqn,0,387,-6.553853692625353,,104.88571476030954,79,,0.2666169631330273,
DQN,dqn,0,388,2.7898880418885312,,103.8615104598999,125,,0.297250692486763,
DQN,dqn,0,389,23.12444852419371,,108.12018194580078,125,,0.38344942456483844,
DQN,dqn,0,390,152.09468752979484,135.99607975318102,22.331447858810424,1000,524.8,0.3497711981013417,
DQN,dqn,0,391,157.63559046503366,,20.91775781393051,1000,,0.3323371230699122,
DQN,dqn,0,392,157.9016663823305,,25.325120817661286,1000,,0.33081551346555355,
DQN,dqn,0,393,17.850393470939267,,106.81435601688126,103,,0.35432718766545784,
DQN,dqn,0,394,-0.7779391469042451,,97.31431024339464,90,,0.35079053255418935,
DQN,dqn,0,395,172.6216220588032,,24.282216529369354,1000,,0.33722810685262083,
DQN,dqn,0,396,120.38582862284477,,19.933181828975677,1000,,0.2931409957893193,
DQN,dqn,0,397,251.47694684227523,,23.879839222247785,650,,0.29451033622026446,
DQN,dqn,0,398,31.0796497315022,,107.79263876210088,115,,0.3321346956750621,
DQN,dqn,0,399,179.20213179069847,,25.76411406517029,1000,,0.30850286170467733,
DQN,dqn,0,400,27.9046064827552,226.55925978285708,100.25366729986472,122,299.0,0.3185720341127427,
DQN,dqn,0,401,25.58118918913418,,101.61105442848526,119,,0.3105352441428088,
DQN,dqn,0,402,42.84848553540428,,100.41468527737786,136,,0.31182398310150294,
DQN,dqn,0,403,38.276292232582904,,86.54113463532153,139,,0.2717610575097928,
DQN,dqn,0,404,236.86582471303564,,40.41498625518693,794,,0.2852400764494534,
DQN,dqn,0,405,16.172494695192484,,98.9745832824707,100,,0.3091668426245451,
DQN,dqn,0,406,23.909185597893668,,101.79065457019178,91,,0.35131808182040414,
DQN,dqn,0,407,64.14469228523649,,108.48691183236929,130,,0.3105934251386386,
DQN,dqn,0,408,-9.17574162677424,,112.09853897842706,102,,0.3239074396517347,
DQN,dqn,0,409,51.740188738428714,,100.7184700738816,126,,0.32775074066150756,
DQN,dqn,0,410,28.071828324635277,186.43533501575317,100.72697667573628,95,152.2,0.3321378375354566,
DQN,dqn,0,411,48.761862321337645,,104.3884071773953,90,,0.28450539761947263,
DQN,dqn,0,412,145.37427752371477,,20.310550106048584,1000,,0.2986513882726431,
DQN,dqn,0,413,269.39303900705977,,23.379109171957804,928,,0.3122008749733454,
DQN,dqn,0,414,23.787624870440766,,116.48433740139008,80,,0.4287443106994033,
DQN,dqn,0,415,283.38151668207064,,33.81447478483743,559,,0.3078438180077268,
DQN,dqn,0,416,24.57566551784538,,96.33776802789598,105,,0.32891618190776734,
DQN,dqn,0,417,143.7421740247865,,21.066321372509,1000,,0.31305495944991707,
DQN,dqn,0,418,168.63942255028397,,18.42658664274216,1000,,0.29563985887542366,
DQN,dqn,0,419,255.94835344872598,,26.870275135887297,608,,0.3043097832828368,
DQN,dqn,0,420,163.40863993780522,282.2082037973342,17.94559801721573,1000,198.8,0.26613556753098966,
DQN,dqn,0,421,9.582183187509514,,112.8381886100769,100,,0.2926527177542448,
DQN,dqn,0,422,34.21520526394971,,112.88076545346168,124,,0.31420661803455124,
DQN,dqn,0,423,248.9863291820435,,24.115417890049955,631,,0.28706020377753466,
DQN,dqn,0,424,15.153262096746886,,101.58266190422906,90,,0.3034599838571416,
DQN,dqn,0,425,214.73353231344268,,23.809489006519318,1000,,0.2958237126991153,
DQN,dqn,0,426,45.678520711815395,,123.3972826871005,121,,0.23774072709531824,
DQN,dqn,0,427,-8.825667827128598,,111.58858851643352,77,,0.21795855273867581,
DQN,dqn,0,428,144.2725529308603,,22.147073623657228,1000,,0.2982791678644717,
DQN,dqn,0,429,32.069428149449976,,107.65226561023343,124,,0.29764501846605734,
DQN,dqn,0,430,188.57437621955071,107.66192472967097,18.808399822235106,1000,163.8,0.3039187828414142,
DQN,dqn,0,431,44.188386509446474,,110.64828698635101,80,,0.28202050756663083,
DQN,dqn,0,432,277.521599483975,,52.28345853909136,313,,0.27668364573353393,
DQN,dqn,0,433,46.22949611749348,,98.82084881680683,103,,0.2654197572649104,
DQN,dqn,0,434,31.005536474945643,,114.13387124849402,115,,0.32576196271440255,
DQN,dqn,0,435,25.06955662134841,,111.30821887306546,92,,0.3534962451490371,
DQN,dqn,0,436,47.29083408787545,,100.32007568873716,89,,0.2763832094294302,
DQN,dqn,0,437,2.512776684175094,,128.0953598022461,81,,0.30511351895553096,
DQN,dqn,0,438,19.31841231417745,,99.99764552685099,109,,0.2824591552377294,
DQN,dqn,0,439,255.18230518424556,,36.08538046604445,357,,0.2880964670382461,
DQN,dqn,0,440,16.18406097546263,158.5058022700311,124.92495250701904,96,654.2,0.26596915589955944,
DQN,dqn,0,441,55.8884639101762,,100.85939682489153,87,,0.349541965443855,
DQN,dqn,0,442,-3.6255547686474188,,104.2046018771911,89,,0.2813627642443341,
DQN,dqn,0,443,49.65298932989114,,108.33515803019206,138,,0.2970296359364537,
DQN,dqn,0,444,56.356405559692035,,105.34373644048517,110,,0.3065595911985094,
DQN,dqn,0,445,17.33285896952789,,95.48772377663471,94,,0.36958816948723283,
DQN,dqn,0,446,60.46926320654194,,105.4949353974441,87,,0.33112495097106903,
DQN,dqn,0,447,281.0181171128482,,24.85774293948131,785,,0.3116787550223481,
DQN,dqn,0,448,41.239479776851425,,99.74169519597834,110,,0.32333496317944743,
DQN,dqn,0,449,253.40891359762847,,20.47592962590034,892,,0.3065338991874737,
DQN,dqn,0,450,-45.26108367944242,75.81059233452436,110.29417324066162,81,130.4,0.2612376349667708,
DQN,dqn,0,451,44.54983956315877,,94.83160328865051,128,,0.30369884113315493,
DQN,dqn,0,452,6.499467301620214,,107.43942657624832,99,,0.24285416903369356,
DQN,dqn,0,453,38.36525875489602,,115.67886934185972,101,,0.2640235497809873,
DQN,dqn,0,454,27.95415512716899,,116.52207226907053,93,,0.2921431169554751,
DQN,dqn,0,455,-0.4063303525641686,,121.42560135315512,107,,0.3207032056960547,
DQN,dqn,0,456,257.14372088802577,,22.722235731074683,760,,0.3030756674118732,
DQN,dqn,0,457,175.16931271851863,,19.89342640018463,1000,,0.31106759038195014,
DQN,dqn,0,458,53.39182140108258,,98.89008774901882,132,,0.31664664888133603,
DQN,dqn,0,459,20.939095264482503,,96.31823888506209,140,,0.31073362289794854,
DQN,dqn,0,460,62.604932966346524,130.65415387964345,120.55407336500825,122,132.6,0.3143442356500958,
DQN,dqn,0,461,126.47707964287083,,17.153000847816468,1000,,0.30547049082815647,
DQN,dqn,0,462,28.845414412851852,,122.68378895085033,123,,0.34159521267908377,
DQN,dqn,0,463,119.73373747160718,,16.101595098495483,1000,,0.3168799304664135,
DQN,dqn,0,464,-203.7553293051276,,159.5485070426509,106,,0.37842908445394263,
DQN,dqn,0,465,-6.839049270997862,,122.14068782222164,111,,0.33265651353039183,
DQN,dqn,0,466,36.601621165726584,,121.88323069485752,110,,0.3241443916139278,
DQN,dqn,0,467,272.90403098822094,,27.972296734063843,643,,0.3167683043130449,
DQN,dqn,0,468,11.03936858359205,,100.6870886484782,99,,0.28122799343081434,
DQN,dqn,0,469,18.78183275505441,,103.63676826840356,105,,0.2807098516396114,
DQN,dqn,0,470,49.000446188493754,236.66110235263213,103.05909041700691,87,193.0,0.36211994744237813,
DQN,dqn,0,471,18.92867426727787,,125.09556050020106,85,,0.41551793778643886,
DQN,dqn,0,472,264.6101294364339,,30.768523102666176,466,,0.3312195620135816,
DQN,dqn,0,473,155.62787291321058,,16.20454929971695,1000,,0.32040896717086437,
DQN,dqn,0,474,18.923347216782616,,102.14398493350132,103,,0.35813255184917775,
DQN,dqn,0,475,196.1610546550058,,18.15524144458771,1000,,0.3122695230320096,
DQN,dqn,0,476,180.98378634922665,,19.07196606016159,1000,,0.3417130500636995,
DQN,dqn,0,477,31.58246825993686,,110.56631733820988,117,,0.3127478721877958,
DQN,dqn,0,478,180.7985824950634,,21.246505791664124,1000,,0.334894239410758,
DQN,dqn,0,479,248.18397105875093,,49.78948702943434,218,,0.2841653850681465,
DQN,dqn,0,480,28.49230188034244,182.769020858,123.05528585116069,96,507.8,0.32198788904740167,
DQN,dqn,0,481,152.76685228848783,,17.667745843887328,1000,,0.3311895705088973,
DQN,dqn,0,482,159.19238440238524,,17.278305048942567,1000,,0.31618591928854584,
DQN,dqn,0,483,146.51852001651875,,16.095400149345398,1000,,0.333661097291857,
DQN,dqn,0,484,141.9270246752455,,20.748694868087767,1000,,0.31613495030626654,
DQN,dqn,0,485,125.75934038273076,,14.879140918254853,1000,,0.3241752071157098,
DQN,dqn,0,486,254.25970419635507,,49.68247753305638,235,,0.33504190903077735,
DQN,dqn,0,487,26.746305023731594,,119.20558726323115,77,,0.25215287564636824,
DQN,dqn,0,488,-171.87272353076207,,122.82844284833487,118,,0.2728753489899938,
DQN,dqn,0,489,276.21164449156754,,22.820640885942844,739,,0.3077382887228416,
DQN,dqn,0,490,288.5545299384538,178.9403325417922,45.596879757056804,354,834.4,0.343428507805039,
DQN,dqn,0,491,242.4877799842432,,21.45504394105787,659,,0.3235932644993655,
DQN,dqn,0,492,280.2096250228011,,25.342320071457344,809,,0.3243045465760532,
DQN,dqn,0,493,295.0542586539265,,35.19797962282333,489,,0.3078051205107405,
DQN,dqn,0,494,0.6846085604431664,,102.32668546910556,106,,0.33370860388397044,
DQN,dqn,0,495,265.49446328379423,,30.24783804007251,495,,0.3324873004823622,
DQN,dqn,0,496,240.6023295434471,,44.00498460443228,298,,0.2936369754099006,
DQN,dqn,0,497,232.82112830898822,,18.330002166079236,770,,0.3161858748451069,
DQN,dqn,0,498,183.08504242959,,20.603079669475555,1000,,0.3109082007035613,
DQN,dqn,0,499,282.63911731152984,,23.819767339677,778,,0.3065772956251562,
DQN,dqn,0,500,279.5526853739052,254.59299619179933,34.475691784511916,660,357.6,0.30068000425782165,
DQN,dqn,0,501,20.703723051764584,,107.24841267974288,108,,0.27471487451758647,
DQN,dqn,0,502,220.7111336122107,,44.83170009321637,288,,0.30947621456450886,
DQN,dqn,0,503,270.51927609122265,,16.849367871208134,687,,0.31022271443988036,
DQN,dqn,0,504,282.4664413640695,,61.80466301132132,216,,0.27205825019282875,
DQN,dqn,0,505,0.832222170485565,,108.40504001195615,104,,0.4106143534255142,
DQN,dqn,0,506,273.33096910686555,,37.82302033417549,419,,0.3302635248608194,
DQN,dqn,0,507,252.06026788895198,,19.230064894366205,806,,0.34565662048183954,
DQN,dqn,0,508,258.8927233174841,,33.21361073807104,402,,0.29826859692435953,
DQN,dqn,0,509,247.4343279122117,,37.43155693371148,337,,0.33702321184760387,
DQN,dqn,0,510,289.94330505055507,273.1136084769796,50.632334704350946,297,247.6,0.307264685956918,
DQN,dqn,0,511,295.03130190227114,,18.960690258043403,883,,0.31865279993732143,
DQN,dqn,0,512,167.16392865615327,,16.405112905025483,1000,,0.35816538049280644,
DQN,dqn,0,513,-69.7280181047671,,99.36080674564137,102,,0.23246178147839566,
DQN,dqn,0,514,26.025360369941936,,110.63852628259097,85,,0.29801675024278024,
DQN,dqn,0,515,286.0267178319197,,51.778770906516755,251,,0.3277041268538669,
DQN,dqn,0,516,158.09608427454913,,17.220658196926117,1000,,0.33092513361573217,
DQN,dqn,0,517,20.6490510885414,,98.24149353439743,111,,0.3286529774400028,
DQN,dqn,0,518,164.83775826555373,,19.230224290132522,1000,,0.3370218694396317,
DQN,dqn,0,519,11.279159492754047,,103.33231242835944,141,,0.3325451319997615,
DQN,dqn,0,520,-12.385428719990088,269.8133416016461,98.54614038028936,87,297.0,0.33153639810866325,
DQN,dqn,0,521,277.57605433281276,,18.553584166247436,891,,0.3272062997834383,
DQN,dqn,0,522,260.5574234914508,,19.10764156437953,831,,0.3192538958172864,
DQN,dqn,0,523,1.0801886268388046,,81.20953779603228,162,,0.376019173566206,
DQN,dqn,0,524,262.22736002951694,,32.277063297728695,384,,0.31125386572481756,
DQN,dqn,0,525,311.49952874341903,,48.622325500039494,425,,0.3298697196999017,
DQN,dqn,0,526,181.46814973928406,,16.04861291074753,1000,,0.35759681249782443,
DQN,dqn,0,527,1.3910807768459676,,84.7217591603597,111,,0.34596373174373096,
DQN,dqn,0,528,129.1737436764614,,17.556485377311706,1000,,0.33184031227231026,
DQN,dqn,0,529,-23.1829267883887,,76.16064862865042,249,,0.3305165708124877,
DQN,dqn,0,530,143.58674008227933,249.25101017997002,15.198785085439683,1000,418.4,0.32613807398080824,
DQN,dqn,0,531,157.41153358799681,,15.604303268432616,1000,,0.3418294465132058,
DQN,dqn,0,532,268.644878013407,,23.206499192449783,612,,0.3380273224152868,
DQN,dqn,0,533,14.842768018815605,,102.88770175933838,100,,0.4045332445949316,
DQN,dqn,0,534,158.5349950807312,,17.46121354365349,1000,,0.3259097898304462,
DQN,dqn,0,535,153.64874054256444,,19.858771077394486,1000,,0.33854201196506617,
DQN,dqn,0,536,237.91388444241966,,57.36516710396471,232,,0.35775416689635864,
DQN,dqn,0,537,274.7425039485835,,29.58776602929242,466,,0.33374526832940243,
DQN,dqn,0,538,274.1747905807863,,32.940226957242785,365,,0.3066634804928956,
DQN,dqn,0,539,134.1820411820165,,22.703704967975618,1000,,0.3100421358384192,
DQN,dqn,0,540,274.9578026612648,271.39825073981746,20.991128835720996,667,234.6,0.32403256586086804,
DQN,dqn,0,541,245.84066384228578,,33.84833003793444,364,,0.342226749951286,
DQN,dqn,0,542,292.5693414926767,,34.23814869153528,421,,0.35557005433210853,
DQN,dqn,0,543,291.252382032568,,51.53246472591211,242,,0.29058776198586156,
DQN,dqn,0,544,244.65701470912396,,18.454147884197404,912,,0.3024627123305803,
DQN,dqn,0,545,285.6599756856524,,41.38788534737573,609,,0.3343648263031528,
DQN,dqn,0,546,256.62416588334384,,27.90781824420197,495,,0.3485918976291262,
DQN,dqn,0,547,287.61590886005814,,27.33836027739614,459,,0.33004593743672817,
DQN,dqn,0,548,238.07965982923116,,41.060274157193625,404,,0.3174851753490765,
DQN,dqn,0,549,254.78235595282655,,18.25360860413327,858,,0.3140129736453156,
DQN,dqn,0,550,300.9015700434963,196.06169625406136,37.414652369053066,466,335.4,0.3249540607576846,
DQN,dqn,0,551,264.3257367685443,,46.874595978488664,292,,0.33970466119632736,
DQN,dqn,0,552,268.43573815335026,,61.00349192569653,576,,0.3323025601631444,
DQN,dqn,0,553,283.50404668689976,,30.574005205841626,408,,0.32864908548985045,
DQN,dqn,0,554,270.78985247077026,,48.22449887059141,229,,0.32445421087754867,
DQN,dqn,0,555,43.9883110132196,,113.63777927160262,80,,0.31665347297675905,
DQN,dqn,0,556,303.71081723622603,,70.75661428186424,259,,0.3434149994151703,
DQN,dqn,0,557,190.928337123748,,19.204924820661546,1000,,0.33536385948583486,
DQN,dqn,0,558,267.57345791113755,,37.73150761630557,327,,0.3136905874567112,
DQN,dqn,0,559,297.334281440229,,73.75831723375386,147,,0.33726607126240826,
DQN,dqn,0,560,-135.7639296346248,118.17727028900522,106.98708458833916,86,1000.0,0.27806527483775173,
DQN,dqn,0,561,177.04270659250255,,15.599861445903779,1000,,0.31706508123874666,
DQN,dqn,0,562,284.2918332386423,,25.82495272110112,482,,0.3926253105393955,
DQN,dqn,0,563,158.5502866886294,,18.787390734672545,1000,,0.33806233189627527,
DQN,dqn,0,564,279.05366897066233,,67.10715170988102,194,,0.2926305194298938,
DQN,dqn,0,565,259.7424286850892,,25.95029134511688,919,,0.34681812581384275,
DQN,dqn,0,566,271.55678424756866,,24.856490499316116,624,,0.3684393178301457,
DQN,dqn,0,567,265.8853628873765,,25.3890798311292,489,,0.34586946630435245,
DQN,dqn,0,568,132.06549103069847,,16.064550772190096,1000,,0.33141807769052684,
DQN,dqn,0,569,262.5552103227476,,25.228225517555103,676,,0.3330782947417062,
DQN,dqn,0,570,280.01433588630744,272.38930210150636,54.558260899323685,312,217.2,0.33583581298350906,
DQN,dqn,0,571,270.44610674575847,,43.80620578344395,267,,0.33359807170229905,
DQN,dqn,0,572,294.8129518396827,,46.292942681095816,352,,0.3323681864845143,
DQN,dqn,0,573,258.28270786007846,,22.619719085923162,581,,0.33701617822769175,
DQN,dqn,0,574,299.8242629253617,,34.67017109453793,519,,0.3213912917010357,
DQN,dqn,0,575,310.7431614154883,,55.958173410070636,293,,0.3194876597374169,
DQN,dqn,0,576,288.14517096313847,,38.45612339470714,313,,0.3409712695347044,
DQN,dqn,0,577,309.7295957156233,,48.42579467643594,426,,0.33670102051533585,
DQN,dqn,0,578,285.4024168615024,,32.08554271443685,375,,0.3537176857491334,
DQN,dqn,0,579,296.79507358123044,,24.965413838521833,578,,0.32706513572935414,
DQN,dqn,0,580,279.3956242629339,178.96012529561943,39.11168759641513,284,523.0,0.34139923025971985,
DQN,dqn,0,581,163.4277332614527,,16.956400331735612,1000,,0.3603920471556485,
DQN,dqn,0,582,188.34910209688803,,18.20366675615311,1000,,0.3228766379393637,
DQN,dqn,0,583,261.9329459642514,,19.070300777710422,929,,0.3524764662265649,
DQN,dqn,0,584,296.24770699565124,,32.811735902377265,499,,0.348883203960552,
DQN,dqn,0,585,272.66870527820913,,40.467013541367756,633,,0.3164004210859396,
DQN,dqn,0,586,250.45607107466807,,17.462146123250324,918,,0.33352591366403633,
DQN,dqn,0,587,270.9559261451407,,35.6109032134215,336,,0.32476525098484543,
DQN,dqn,0,588,276.9350114664953,,21.149143336884745,904,,0.316108046161357,
DQN,dqn,0,589,279.6997460077521,,46.962038919281106,307,,0.3270769369476005,
DQN,dqn,0,590,-14.364672877295476,254.32149725251537,100.69563708098039,115,705.6,0.306057085679925,
DQN,dqn,0,591,24.430215243543415,,99.78056689231626,124,,0.24305114327299018,
DQN,dqn,0,592,278.3867586704539,,37.401066146484794,292,,0.3497328044247035,
DQN,dqn,0,593,276.56763728210694,,52.27827541184516,263,,0.32248881532892076,
DQN,dqn,0,594,28.890462122856206,,92.86063614487648,128,,0.33191362107754685,
DQN,dqn,0,595,68.42965616996523,,103.33791721189344,148,,0.3176308558700052,
DQN,dqn,0,596,250.64787103820203,,45.23609507462335,252,,0.349919591069458,
DQN,dqn,0,597,56.36391191347167,,102.95025404801605,141,,0.32106536124826324,
DQN,dqn,0,598,254.2787305306655,,53.181952041625976,250,,0.3650280859321356,
DQN,dqn,0,599,258.7351314407791,,26.861038028640273,646,,0.330373673460478,
DQN,dqn,0,600,258.32472845619134,200.52178608634185,40.59772979736328,400,185.2,0.3328625925630331,
Double DQN,double_dqn,0,1,-168.88990295436895,,0.08103009544450927,108,,,
Double DQN,double_dqn,0,2,-96.82296748547297,,0.08756487925847371,75,,,
Double DQN,double_dqn,0,3,-149.67881767275748,,0.08701957900948981,94,,,
Double DQN,double_dqn,0,4,-287.0894199025323,,0.06587415542907832,123,,,
Double DQN,double_dqn,0,5,-130.58817719589157,,0.0723442536905224,81,,,
Double DQN,double_dqn,0,6,-241.43499085473914,,0.0660588566500407,117,,,
Double DQN,double_dqn,0,7,-192.15855507427926,,0.06842790121462808,67,,,
Double DQN,double_dqn,0,8,-108.0774580100515,,0.07343313532031101,115,,,
Double DQN,double_dqn,0,9,-122.52932583379904,,0.0759142738287196,66,,,
Double DQN,double_dqn,0,10,-123.87379724730185,-518.8842595593608,0.06913040166622714,76,72.2,,
Double DQN,double_dqn,0,11,-291.2957239914718,,0.07328083896881914,73,,,
Double DQN,double_dqn,0,12,-282.6256508866502,,0.0690075041709748,113,,,
Double DQN,double_dqn,0,13,-249.08423050470975,,0.07146584990966533,112,,,
Double DQN,double_dqn,0,14,-213.3647140581589,,0.08025126144677014,77,,,
Double DQN,double_dqn,0,15,-121.42316189278135,,0.08012152170716239,121,,,
Double DQN,double_dqn,0,16,-248.0432005821691,,0.07169662547462127,102,,,
Double DQN,double_dqn,0,17,-46.189680886042616,,0.07006858088649236,65,,,
Double DQN,double_dqn,0,18,-212.72065265059942,,0.06662574318582065,73,,,
Double DQN,double_dqn,0,19,-264.7535237455548,,0.07454986821698106,69,,,
Double DQN,double_dqn,0,20,-140.348763465852,-518.8842595593608,0.07572988291149554,69,72.2,,
Double DQN,double_dqn,0,21,-106.67443258080633,,0.09954051616723122,92,,,
Double DQN,double_dqn,0,22,-109.33393703783022,,0.06763367294225582,86,,,
Double DQN,double_dqn,0,23,-120.72338595346093,,0.7602196395208564,79,,2.087758665939547,
Double DQN,double_dqn,0,24,-446.08334624952994,,1.7995516571653896,83,,1.6433864160474525,
Double DQN,double_dqn,0,25,-286.2081333251604,,1.0055946025548252,141,,1.4438176087453856,
Double DQN,double_dqn,0,26,-59.85623163642596,,1.7127672495073913,136,,1.3245934761841507,
Double DQN,double_dqn,0,27,-208.3356132753285,,-0.4510520695958559,123,,1.2947766562787497,
Double DQN,double_dqn,0,28,-169.60668276303534,,1.1827451847188297,122,,1.1492784101454938,
Double DQN,double_dqn,0,29,-209.32525287374375,,-0.15565264530563622,89,,1.175496764564782,
Double DQN,double_dqn,0,30,-2.9065507909985797,-490.79203437264306,-0.23790993125965962,117,321.6,1.1190920062044747,
Double DQN,double_dqn,0,31,-80.29770352814785,,1.674715814911205,109,,1.2305138413238963,
Double DQN,double_dqn,0,32,-183.77819567927872,,-1.1714001783031098,141,,1.4619567590825102,
Double DQN,double_dqn,0,33,-64.45102030003274,,1.9202558909947018,106,,1.2321852305025425,
Double DQN,double_dqn,0,34,-61.7789870649417,,3.2301492047672338,74,,1.190709440692051,
Double DQN,double_dqn,0,35,-76.92282762413791,,2.4036953376476156,86,,1.2677563699178918,
Double DQN,double_dqn,0,36,-86.80780421692165,,1.8554284755098687,89,,1.2068170191866627,
Double DQN,double_dqn,0,37,-98.23375722913731,,1.3444635646210776,90,,1.1759883167015182,
Double DQN,double_dqn,0,38,-66.33751062475359,,1.5050639773484404,131,,1.1056545558776565,
Double DQN,double_dqn,0,39,-76.0159850228969,,4.588977358557961,77,,1.1326046744724372,
